type,odor,gill_size,gill_color,spore_print_color
poisonous,musty,broad,yellow,white
poisonous,fishy,narrow,buff,white
edible,none,broad,orange,yellow
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,none,narrow,yellow,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,brown,yellow
poisonous,fishy,narrow,buff,white
edible,none,broad,orange,brown
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,brown,brown
edible,none,broad,yellow,brown
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,yellow,buff
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,brown,orange
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,orange
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,brown,orange
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,gray,white
edible,none,broad,white,white
edible,none,broad,brown,buff
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,yellow,buff
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,brown,yellow
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,orange,orange
edible,none,broad,gray,white
poisonous,musty,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,musty,broad,yellow,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,none,narrow,yellow,white
poisonous,spicy,narrow,buff,white
poisonous,musty,broad,yellow,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,yellow
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,gray,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,orange
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
edible,none,broad,brown,orange
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,yellow,buff
edible,none,broad,orange,brown
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,brown
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
edible,none,broad,brown,buff
edible,none,broad,pink,white
edible,none,broad,white,white
edible,none,broad,gray,white
edible,none,broad,gray,white
poisonous,musty,broad,yellow,white
edible,none,broad,yellow,yellow
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,gray,white
edible,none,broad,pink,white
edible,none,broad,brown,buff
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,brown
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,buff
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,brown,yellow
edible,none,broad,gray,white
edible,none,broad,white,white
edible,none,broad,brown,buff
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,gray,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,none,narrow,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,brown
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,orange
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,orange,buff
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,buff
edible,none,broad,white,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,musty,broad,yellow,white
edible,none,broad,yellow,yellow
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,pink,white
edible,none,broad,gray,white
edible,none,broad,pink,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,white,white
edible,none,broad,pink,white
edible,none,broad,brown,buff
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,yellow,orange
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,yellow
edible,none,broad,yellow,brown
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,brown,brown
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,orange
edible,none,broad,orange,brown
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,brown
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,orange,brown
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,buff
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,white,white
poisonous,none,narrow,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,musty,broad,yellow,white
edible,none,broad,yellow,orange
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,buff
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,yellow
edible,none,broad,white,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,musty,broad,yellow,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,buff
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,orange,yellow
poisonous,spicy,narrow,buff,white
poisonous,none,narrow,white,white
edible,none,broad,pink,white
edible,none,broad,brown,yellow
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,white,white
edible,none,broad,orange,buff
edible,none,broad,pink,white
edible,none,broad,white,white
edible,none,broad,white,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,brown
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,orange,yellow
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,brown
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,orange
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,yellow
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,yellow,buff
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,buff
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,pink,white
edible,none,broad,yellow,yellow
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,orange
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
edible,none,broad,yellow,buff
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,yellow
edible,none,broad,orange,brown
edible,none,broad,white,white
edible,none,broad,yellow,yellow
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,buff
edible,none,broad,yellow,brown
poisonous,fishy,narrow,buff,white
edible,none,broad,yellow,brown
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,buff
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,gray,white
edible,none,broad,yellow,buff
edible,none,broad,yellow,buff
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,orange,orange
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,buff
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,yellow,buff
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,brown
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,buff
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,orange,brown
edible,none,broad,pink,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,brown,brown
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,musty,broad,yellow,white
edible,none,broad,yellow,orange
edible,none,broad,pink,white
edible,none,broad,brown,orange
poisonous,foul,narrow,buff,white
edible,none,broad,orange,orange
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,orange,yellow
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,orange
poisonous,spicy,narrow,buff,white
